Region,Agriculture,Mining,Manufacturing,Power,Sewer,Construction,Vehicles,Transportation,Hotels,IT,Finance,Real Estate,Professional,Administrative,Pubic Sector,Education,Health,Entertainment,Membership Orgs,Other Goods,Overseas,Population
3,16,0,2,0,0,5,12,4,0,1,2,0,0,0,0,2,0,0,1,1,0,108
3,25,0,3,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,73
3,12,0,9,0,0,2,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,105
3,8,0,2,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,35
3,10,0,1,0,0,7,4,3,0,0,1,0,1,0,1,0,2,0,1,1,0,79
3,5,0,0,0,0,5,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,43
3,13,1,3,0,0,5,3,2,0,0,1,0,0,1,1,2,1,0,1,0,0,93
3,6,0,2,0,0,1,7,3,0,0,0,0,0,0,2,0,1,0,0,0,0,75
3,12,0,2,0,0,3,8,1,0,0,0,0,0,0,0,0,1,0,0,0,0,79
3,11,0,1,0,0,4,4,4,0,0,0,0,0,0,0,0,3,0,0,0,0,86
3,13,0,4,0,0,3,5,2,1,0,0,0,0,0,2,1,0,0,0,0,0,84
3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
3,14,15,41,2,1,57,49,40,12,6,3,0,5,18,35,15,15,5,9,14,1,952
3,23,26,46,11,5,85,85,59,20,7,9,0,4,29,90,34,19,3,19,19,1,1414
3,44,36,81,9,6,174,168,95,46,12,15,1,7,48,121,46,27,5,24,46,4,2463
3,28,33,43,14,6,94,85,59,19,11,23,0,22,16,79,53,16,8,23,18,5,1495
3,138,35,137,10,4,152,270,138,24,18,18,0,20,32,66,48,23,10,60,43,2,3228
3,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,16
3,3,0,2,0,0,4,0,1,0,0,0,0,1,1,2,1,1,0,0,0,0,60
3,140,20,121,10,12,133,225,71,34,18,14,0,9,33,55,38,15,7,28,23,3,2644
3,1,3,12,0,0,7,20,5,2,2,2,0,0,1,8,4,4,1,6,0,0,202
3,5,2,8,4,4,14,11,11,1,3,3,0,0,0,9,10,3,1,4,11,0,258
3,72,50,120,19,38,210,315,135,51,14,26,1,18,55,164,89,54,14,56,50,4,3986
3,10,6,7,2,1,19,50,15,7,2,4,0,5,2,16,3,9,0,7,3,1,469
3,44,37,88,15,6,126,271,105,33,16,35,2,24,34,83,41,39,7,42,40,5,2621
3,105,118,152,29,26,267,354,174,55,22,39,1,14,73,144,82,88,4,52,52,3,4514
3,5,1,1,3,1,9,8,6,1,0,1,0,0,0,1,0,0,0,1,2,0,115
3,10,5,6,0,1,3,8,4,2,0,1,0,3,0,1,0,0,0,2,2,0,111
3,8,0,0,0,0,0,4,2,1,0,0,0,0,0,0,0,0,0,1,0,0,29
3,6,0,7,0,2,6,7,4,2,0,0,0,1,0,3,0,0,0,3,4,0,119
3,0,1,4,0,1,4,7,2,1,0,0,0,0,0,0,1,0,0,1,1,0,66
3,20,4,12,2,0,16,23,7,4,0,4,0,1,3,2,3,0,0,2,0,0,249
3,54,3,27,3,0,19,51,13,4,4,5,0,2,4,17,8,2,1,9,17,0,643
3,165,9,55,5,2,67,130,77,13,5,16,1,9,4,27,23,9,2,14,12,1,1602
3,52,3,25,1,9,23,44,34,5,3,6,0,5,1,16,13,3,0,7,11,0,720
3,25,23,17,5,1,26,55,39,4,4,4,0,2,21,10,19,9,1,5,6,0,692
3,16,13,40,5,0,63,30,21,13,6,10,0,0,18,54,25,18,4,6,8,2,938
3,6,8,6,2,2,15,8,5,2,0,3,0,1,7,14,10,6,0,5,0,0,300
3,104,11,71,3,5,65,81,46,10,5,8,0,6,12,30,30,15,3,11,3,1,1319
3,147,47,173,10,8,137,249,116,25,17,22,0,18,23,81,66,34,3,34,30,2,3161
3,144,49,128,11,6,135,207,96,22,10,22,1,10,17,43,34,23,2,28,38,0,2822
3,23,3,16,0,0,20,26,5,1,1,1,0,1,2,2,1,0,0,6,8,0,303
3,50,9,34,12,1,46,64,28,2,1,3,0,4,9,16,17,2,1,4,15,1,796
3,42,22,84,4,7,78,142,58,9,9,18,0,7,10,58,30,14,0,21,17,1,1555
3,168,47,151,14,8,111,162,61,15,11,22,0,4,24,129,51,45,5,30,36,3,2808
3,127,46,198,15,3,94,204,101,24,16,22,0,7,22,83,41,29,3,21,26,1,2980
3,75,17,25,2,0,37,37,22,3,6,1,0,3,3,9,11,1,1,8,7,1,753
3,102,15,54,0,2,50,97,38,7,4,7,0,6,9,13,36,7,4,16,23,0,1237
3,318,59,161,5,2,212,291,141,19,15,7,0,10,29,77,61,16,1,38,39,1,3910
3,53,32,31,2,0,33,68,33,8,4,5,0,0,15,32,18,9,1,10,9,0,1015
3,314,75,134,10,3,271,256,104,9,4,12,0,1,20,25,36,16,3,21,64,0,3933
3,375,262,262,20,17,595,500,360,39,20,25,1,20,39,149,142,39,8,85,80,1,8286
3,106,77,82,16,2,84,120,81,8,3,12,0,2,10,49,33,14,2,28,13,0,1942
3,70,3,10,0,2,12,30,6,4,0,3,0,0,1,9,4,2,1,1,1,0,429
3,14,0,0,0,0,4,15,10,2,1,0,0,1,2,4,0,0,1,1,0,0,131
3,52,11,11,0,0,22,24,36,5,0,3,0,2,2,4,3,5,0,8,3,0,571
3,21,7,10,0,0,13,17,11,2,0,1,0,0,1,6,2,1,0,8,7,0,315
3,68,19,5,1,2,15,21,13,4,0,1,0,1,2,3,1,3,0,7,1,0,491
3,16,66,8,2,0,8,21,10,2,3,0,0,0,8,8,8,4,0,5,5,0,418
3,11,2,4,0,0,2,5,6,0,2,0,0,1,1,0,1,1,0,0,0,0,102
3,31,16,2,0,0,13,16,12,0,2,4,0,1,4,4,6,0,0,3,3,1,269
3,4,5,3,0,0,5,4,9,1,1,0,0,0,2,0,1,0,2,3,2,0,97
3,9,5,4,0,1,15,22,15,2,0,1,0,0,4,9,3,2,0,4,0,0,226
3,354,132,115,12,3,136,286,226,54,5,14,2,4,21,28,63,16,5,50,88,0,4385
3,20,3,4,0,2,12,5,9,2,0,0,0,0,3,4,8,3,0,4,0,0,245
3,0,3,0,1,1,9,0,7,0,0,1,0,0,2,2,0,2,0,2,0,0,108
3,29,1,4,0,0,4,5,7,0,0,1,0,0,2,0,1,3,0,0,0,0,199
3,21,3,5,0,0,3,12,9,2,0,0,0,0,3,1,3,1,0,0,5,0,134
3,43,2,3,2,0,3,15,2,3,1,0,0,0,0,4,3,0,0,0,3,0,194
3,2,0,7,0,0,2,4,0,1,0,0,0,0,0,2,0,0,0,0,0,0,38
3,18,3,10,0,0,9,6,1,1,0,0,0,1,0,2,1,1,0,4,2,0,142
3,4,1,1,0,0,1,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,31
3,17,5,2,0,0,4,7,6,1,0,0,0,0,1,0,0,0,0,1,6,0,121
3,8,2,5,0,0,2,3,0,0,0,0,0,0,4,0,2,0,0,1,3,0,89
3,8,1,18,0,0,1,2,1,1,0,0,0,0,2,2,0,0,0,0,1,0,108
3,52,1,60,0,0,20,15,19,0,1,2,0,0,2,3,3,0,0,8,2,0,460
3,33,3,10,0,0,1,6,2,0,2,0,0,0,1,5,2,0,0,1,1,0,161
3,38,3,7,0,0,3,7,8,0,0,0,0,0,0,3,0,2,1,0,2,0,167
3,27,9,9,1,0,4,11,10,0,0,0,0,0,1,2,2,3,0,0,1,0,183
3,51,6,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,188
3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
3,17,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,64
3,21,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56
3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,49
3,207,2,2,0,0,1,5,2,0,0,0,0,0,2,3,11,1,0,0,1,0,552
3,81,11,0,0,0,0,7,3,0,0,0,0,0,0,1,5,4,0,0,2,0,315
3,4,3,0,0,0,0,1,2,1,0,0,0,0,0,7,1,0,0,0,1,0,42
3,13,7,1,0,0,0,0,0,0,0,0,0,0,0,1,3,1,1,0,2,0,105
3,36,2,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,66
3,51,20,47,0,0,0,3,3,1,0,0,0,0,0,3,5,1,0,1,0,0,292
3,16,2,0,2,0,0,0,0,0,0,0,0,0,1,8,2,1,0,0,1,0,82
3,86,3,0,0,0,0,3,0,0,0,0,0,0,0,0,5,1,0,1,0,0,199
3,5,1,1,0,0,2,1,3,0,0,0,0,0,0,0,0,0,0,2,0,0,42
3,50,0,4,1,0,1,7,9,1,0,0,0,0,1,4,6,0,0,1,1,0,211
3,19,0,0,0,0,1,2,3,0,0,0,0,0,1,3,1,1,0,0,0,0,100
3,22,0,8,2,0,0,8,2,0,0,0,0,0,0,3,4,1,0,0,0,0,142
3,34,0,5,0,0,3,7,1,0,0,0,0,0,2,0,2,0,0,0,0,0,151
3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
3,70,2,4,0,1,5,12,3,1,0,0,0,0,0,4,5,1,0,1,3,0,254
3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7
3,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,19
3,18,0,1,0,0,7,7,3,0,0,0,0,0,2,1,1,0,0,0,2,0,142
3,13,0,0,0,0,2,7,0,0,0,0,0,0,0,1,0,0,0,8,0,0,75
3,9,0,0,0,0,0,0,2,0,0,0,0,0,0,5,1,0,0,2,2,0,52
3,7,0,0,1,0,1,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,59
3,14,1,1,0,0,0,0,9,0,0,0,0,0,0,5,0,0,0,0,0,0,72
3,132,6,9,4,0,33,36,21,2,1,1,0,0,5,14,23,7,1,11,7,0,756
3,52,1,21,1,0,13,9,9,0,0,0,0,1,4,7,8,7,0,6,3,0,362
3,30,1,2,4,1,2,3,6,2,0,0,0,0,1,4,5,4,0,0,2,0,180
3,24,0,6,4,0,4,7,14,0,0,0,0,0,2,4,11,2,0,0,0,0,181
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,5
3,20,18,8,2,0,6,12,1,2,0,0,0,1,0,6,13,4,0,2,1,0,202
3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7
3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8
3,32,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,77
3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
3,5,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,21
3,28,2,14,0,1,1,4,3,1,0,0,0,0,2,1,5,2,2,1,0,0,136
3,9,1,2,0,0,1,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,60
3,18,0,6,1,0,2,2,2,0,0,0,0,0,0,0,3,0,0,0,0,0,109
3,18,0,0,1,0,0,1,3,0,0,0,0,0,0,0,1,0,0,1,0,0,75
3,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,6
3,20,1,5,0,0,0,2,2,0,0,0,0,0,0,3,0,0,0,1,0,0,106
3,10,2,7,0,0,1,0,3,0,0,0,0,0,0,3,4,2,0,0,0,0,69
3,25,2,18,1,2,12,9,4,0,0,0,0,0,4,9,5,1,0,0,0,0,243
3,0,0,4,3,0,2,0,3,0,0,0,0,0,1,3,2,0,0,0,0,0,44
3,12,3,28,11,1,9,15,8,2,0,0,0,1,6,19,13,3,0,0,8,0,369
3,9,0,3,0,0,2,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,50
3,22,0,10,2,0,5,2,0,0,0,0,0,0,0,2,3,2,0,0,1,0,141
3,6,6,7,4,0,5,7,5,1,0,1,0,1,0,13,8,6,2,2,0,0,191
3,37,1,2,1,2,4,5,7,2,0,0,0,1,2,9,6,5,1,1,3,0,228
3,8,0,1,0,0,0,2,0,0,0,0,0,1,0,1,1,0,0,0,0,0,43
3,1,5,2,0,0,2,1,2,0,0,0,0,0,0,1,1,0,0,0,2,0,65
3,4,0,0,0,1,0,0,1,0,0,0,0,0,2,3,0,0,1,0,0,0,38
3,20,1,14,0,0,1,19,2,1,0,0,0,0,1,5,9,0,0,1,6,0,218
3,10,0,2,0,0,2,4,2,0,0,0,0,0,1,5,3,0,1,1,0,0,84
3,23,5,3,1,1,2,2,0,0,0,0,0,0,0,4,2,0,0,0,1,0,116
3,34,1,0,0,0,2,3,1,0,0,0,0,1,1,3,1,1,0,0,1,0,113
3,20,0,1,0,0,0,1,1,0,0,0,0,0,3,3,1,0,0,0,0,0,65
3,26,2,0,0,0,2,1,2,0,0,0,0,0,0,0,1,0,0,0,1,0,93
3,30,3,2,4,0,4,4,0,0,0,0,0,0,0,0,1,2,0,1,0,0,123
3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,314,2,26,0,1,48,51,38,3,1,1,0,2,9,35,17,5,1,1,7,1,814
4,94,12,31,0,0,25,36,16,2,0,4,0,4,14,23,8,2,1,1,9,0,399
4,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
4,55,1,1,0,0,10,8,15,0,0,0,0,0,0,2,13,0,0,5,4,0,157
4,46,0,6,3,0,12,19,12,0,1,2,0,0,0,7,3,1,2,4,8,0,174
4,10,1,0,1,0,2,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,32
4,96,38,10,2,0,25,42,26,3,0,3,0,2,9,24,14,1,3,11,18,0,486
4,99,12,22,1,0,23,53,12,2,1,0,0,0,9,12,8,4,0,4,17,0,369
4,99,22,27,1,1,47,70,19,4,3,2,0,0,8,26,3,5,2,4,4,0,505
4,66,34,8,1,1,41,30,14,8,3,2,0,1,11,10,14,6,1,2,2,0,356
4,95,9,16,2,1,43,44,24,4,1,1,0,4,10,28,17,12,0,7,9,0,429
4,59,7,17,3,2,34,51,34,9,1,2,0,2,2,21,12,0,0,4,2,0,334
4,43,11,7,3,0,40,43,17,5,1,2,0,1,8,19,14,3,0,3,6,0,293
4,22,25,8,1,3,28,18,21,7,1,0,0,2,26,18,15,9,0,6,0,0,267
4,3,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,1,0,0,1,0,14
4,1,1,0,0,0,4,3,1,0,1,0,0,0,1,1,4,0,0,3,1,0,21
4,5,1,1,0,0,1,3,3,0,0,0,0,0,0,2,2,0,0,1,1,0,21
4,181,1,13,3,5,19,32,5,3,1,1,0,2,9,11,2,15,0,1,10,0,482
4,129,0,12,6,0,20,40,25,7,2,4,0,2,20,39,7,10,0,1,2,0,429
4,64,0,6,6,0,10,45,14,0,2,2,0,0,5,14,16,2,3,1,9,0,222
4,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5
4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,80,1,1,0,0,17,29,13,1,0,1,0,1,3,4,2,2,0,0,3,0,243
4,57,60,15,1,0,37,135,25,5,0,1,0,1,6,21,16,4,4,15,10,0,533
4,103,41,19,4,0,47,80,42,7,2,6,0,2,11,38,24,11,0,7,2,1,602
4,32,123,32,8,1,59,98,26,10,3,4,0,1,37,31,30,14,3,19,5,1,652
4,21,91,41,2,2,57,40,17,9,2,2,0,1,16,30,30,8,2,9,7,0,537
4,66,30,7,0,0,42,29,15,0,0,0,0,3,11,13,14,6,2,3,4,0,308
4,28,2,4,0,1,15,15,5,4,1,1,0,0,2,10,2,0,0,1,4,1,143
4,101,7,5,2,2,69,55,22,8,1,7,0,2,9,36,11,7,0,3,18,0,483
4,27,2,10,4,2,37,40,16,2,1,1,0,1,11,9,3,3,0,1,7,0,225
4,5,7,16,1,2,47,23,19,8,0,1,0,2,7,38,21,6,0,7,8,0,285
4,109,95,89,19,8,140,171,68,29,5,3,0,7,65,92,77,35,4,22,26,4,1406
4,27,3,19,3,0,25,42,11,5,3,2,0,3,4,8,7,4,0,4,6,0,227
4,21,1,10,0,0,18,13,4,3,1,0,0,1,5,3,5,1,1,6,5,0,129
4,3,3,8,0,1,8,24,4,2,3,0,0,0,4,14,10,3,0,1,1,1,117
4,40,37,42,9,2,75,75,28,22,5,2,1,7,38,70,47,14,6,11,9,0,728
4,28,48,65,14,9,100,136,58,20,3,8,0,4,59,105,94,22,4,15,14,0,1142
4,120,57,154,16,6,199,196,79,35,11,6,0,7,97,103,87,33,4,22,27,2,1642
4,40,15,76,4,2,52,65,18,5,0,2,0,6,18,25,23,8,2,7,9,2,1002
4,259,11,243,8,9,184,360,120,24,10,26,1,8,42,82,38,21,1,20,37,2,3874
4,221,15,203,13,7,116,229,93,13,7,19,1,7,24,55,32,13,2,19,50,3,2718
4,16,43,57,22,4,115,94,55,31,14,14,0,13,78,140,65,38,3,22,11,2,2050
4,64,52,84,10,5,124,106,38,29,6,3,4,7,90,80,40,17,5,15,24,3,2240
4,132,40,100,13,7,142,190,99,30,12,18,1,16,66,112,79,21,3,23,30,8,2893
4,96,36,96,10,6,108,180,104,30,6,25,1,15,45,118,73,29,14,29,22,7,2657
4,121,40,111,14,6,168,230,116,32,8,27,3,16,72,92,53,32,4,27,50,0,2963
4,34,5,21,2,1,64,53,30,1,3,1,0,0,11,27,7,4,4,3,12,0,811
4,31,8,38,5,1,90,99,32,9,2,14,0,2,17,28,14,4,1,11,22,0,1067
4,22,1,21,0,3,55,47,24,1,1,5,0,0,12,9,16,1,1,4,10,0,613
4,52,49,71,10,5,163,133,48,24,3,11,0,7,81,74,47,13,4,14,23,0,2015
4,40,35,43,16,7,140,95,23,25,5,5,0,10,66,72,61,20,5,11,12,2,1923
4,90,75,73,9,18,188,180,43,30,8,6,1,12,119,127,72,16,10,28,22,1,2973
4,100,21,81,5,4,151,175,84,21,7,17,0,15,66,78,54,11,8,36,48,1,2449
4,48,7,62,2,3,61,141,38,6,3,11,0,12,13,24,24,9,2,7,32,1,1305
4,94,9,89,2,3,140,231,42,11,2,10,0,12,28,35,21,13,4,17,36,1,1870
4,129,18,128,5,7,166,233,86,25,4,7,0,7,18,30,32,18,7,24,45,0,2612
4,188,18,222,8,5,234,362,100,27,10,32,0,22,43,53,37,13,3,30,76,7,3582
4,221,32,217,9,3,224,313,72,17,6,16,1,26,63,39,26,5,6,22,65,2,3395
4,149,36,165,16,6,258,334,113,44,20,20,5,56,65,76,47,31,17,23,71,4,3715
4,133,50,162,14,3,166,311,107,36,16,25,3,42,85,140,77,25,11,36,55,9,3788
4,40,42,87,12,4,113,128,55,31,15,8,0,33,86,87,88,28,6,27,27,4,2163
4,67,21,116,13,2,101,191,60,17,6,33,1,26,42,57,40,8,4,23,32,4,2044
4,30,10,69,5,1,68,93,36,10,1,9,0,5,11,17,14,9,3,12,14,1,1017
4,83,6,129,5,3,167,183,57,21,5,14,1,6,21,35,10,14,3,27,69,2,1979
4,15,1,22,2,0,40,26,21,1,0,3,0,4,7,10,4,2,3,6,18,1,416
4,5,2,6,2,1,10,36,6,1,1,3,2,5,4,10,5,0,0,6,7,5,279
4,3,4,10,0,0,16,24,9,2,2,5,0,2,2,12,4,6,0,5,4,4,285
4,63,26,54,5,2,82,138,45,26,6,19,1,12,16,40,19,12,4,19,32,7,1494
4,74,46,94,6,3,219,216,135,45,17,18,0,8,74,125,61,26,8,43,84,2,3238
4,117,51,119,11,5,373,377,205,54,24,28,2,22,85,89,55,40,14,58,127,4,4491
4,19,53,83,16,11,171,183,87,65,10,21,1,11,95,140,72,52,12,42,37,4,2854
4,14,30,62,9,0,176,156,66,51,9,16,1,6,61,87,42,19,8,34,25,2,2237
4,11,25,34,4,0,81,108,55,23,9,6,0,11,41,76,27,13,6,13,34,5,1325
4,29,29,44,6,3,62,127,77,24,10,24,2,18,22,41,24,16,10,24,19,6,1391
4,43,24,81,2,5,104,224,107,21,15,34,2,14,44,49,70,30,6,27,53,0,2222
4,85,144,192,21,16,475,573,290,92,31,70,4,43,172,265,232,92,21,90,148,11,7245
4,44,247,155,22,22,407,531,204,120,22,26,1,31,223,265,105,74,26,67,95,13,6601
4,25,157,115,13,13,280,403,149,116,34,21,2,15,133,233,89,68,17,59,75,6,5013
4,33,54,61,16,9,195,217,100,65,12,14,1,16,87,171,65,41,9,42,61,5,3099
4,30,87,74,10,13,267,299,112,57,10,17,0,13,113,113,56,28,9,29,86,7,3687
4,0,3,0,0,0,0,4,0,0,0,0,0,1,0,1,0,1,0,1,0,0,49
4,2,9,18,3,1,11,38,22,10,5,6,1,4,7,19,11,9,4,8,8,3,444
4,2,7,4,3,0,3,16,7,0,2,7,0,3,0,7,5,3,0,1,9,0,199
4,2,23,25,12,4,26,91,35,6,12,10,3,21,13,54,21,18,3,13,22,3,1013
4,5,13,11,2,0,38,59,15,8,5,16,2,20,6,24,21,20,4,9,5,8,638
4,0,9,0,0,5,16,26,5,1,0,3,0,0,13,5,0,2,1,5,0,2,255
4,3,12,6,2,1,17,58,9,5,6,6,1,8,7,27,14,10,4,8,5,2,482
4,20,113,133,19,15,181,494,171,129,75,77,3,47,90,235,96,88,25,75,68,13,5030
4,0,0,0,2,0,0,25,0,0,0,1,0,2,4,1,0,0,1,2,0,0,77
4,4,14,7,2,0,4,61,20,4,3,3,0,22,11,25,4,11,2,5,1,4,476
4,3,16,17,1,1,5,57,17,18,8,7,1,20,7,19,15,18,3,4,6,6,619
4,7,48,68,20,4,87,274,110,70,27,37,6,27,56,142,67,55,11,49,17,13,2725
4,30,127,151,34,20,226,711,266,172,88,101,3,65,135,364,171,126,44,119,95,31,6789
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,1,13
4,6,16,16,6,2,20,106,27,27,16,18,1,17,26,79,20,19,4,10,8,4,971
4,0,0,1,0,1,0,5,0,0,0,0,0,0,0,2,1,0,5,1,1,0,42
4,5,44,43,2,2,34,118,43,32,33,20,1,21,33,58,38,27,23,29,31,12,1493
4,8,48,47,11,5,59,204,58,74,22,20,3,23,54,99,45,61,20,41,25,5,2357
4,6,12,15,8,2,10,46,29,18,10,7,4,7,19,33,14,61,8,14,7,1,781
4,5,18,62,12,4,21,182,63,77,22,26,2,22,45,77,47,97,12,29,22,5,1886
4,1,3,6,3,0,9,42,7,4,4,3,0,2,6,33,4,10,0,2,2,0,251
4,1,0,14,2,2,9,50,9,13,5,1,0,5,5,18,3,2,2,5,13,0,354
4,6,39,67,4,6,58,186,59,55,20,24,4,20,33,72,29,33,16,34,26,6,1851
4,4,37,64,14,14,97,249,97,69,38,30,2,17,71,149,88,67,13,68,10,0,2845
4,1,10,22,7,1,26,63,28,14,9,5,1,9,23,47,15,14,7,25,6,0,760
4,9,74,97,10,7,118,343,93,122,40,39,10,27,120,170,97,66,19,74,18,0,3699
4,18,61,120,14,9,92,318,108,86,27,18,0,16,81,104,57,55,15,68,21,0,3093
4,21,67,170,9,11,186,452,164,77,16,20,0,9,110,124,51,47,23,65,25,0,3838
4,6,19,40,6,4,37,110,41,36,4,11,2,5,27,44,23,11,3,20,8,0,1100
4,40,56,116,10,12,138,335,100,50,25,29,1,22,61,126,46,33,18,70,16,0,3099
4,7,36,68,13,8,89,115,59,37,7,11,2,16,58,102,35,32,9,44,6,0,1984
4,3,18,50,12,7,35,88,65,27,14,7,1,8,33,55,31,17,11,25,3,0,1139
4,14,107,131,39,12,221,410,168,117,50,47,3,37,152,220,120,90,22,124,31,0,4934
4,3,0,3,0,1,7,21,5,2,4,2,0,3,5,5,4,4,0,2,1,0,134
4,0,18,20,6,3,17,51,24,17,5,5,1,6,19,40,13,20,1,20,5,0,704
4,1,1,2,1,0,8,29,5,5,6,4,0,8,6,9,16,20,3,1,0,0,265
4,5,30,38,6,2,47,81,50,30,15,16,0,16,43,108,41,26,10,34,5,0,1370
4,19,63,99,17,13,125,225,105,100,36,36,0,23,76,155,82,66,21,59,15,0,3119
4,0,26,33,4,3,45,67,40,34,8,10,1,6,23,54,23,25,5,27,3,0,945
4,5,14,29,9,2,49,72,34,25,26,10,0,7,20,111,50,30,6,16,6,0,1116
4,4,5,10,6,2,19,26,28,9,10,6,0,10,8,139,15,17,1,7,3,0,697
4,10,63,63,16,11,95,178,128,52,20,16,0,14,67,135,59,55,16,49,8,0,2426
4,13,79,81,22,17,95,188,100,71,56,43,1,23,61,195,83,57,11,49,10,0,2799
4,24,81,103,24,10,101,265,179,83,69,82,2,38,75,233,152,81,21,85,10,0,3786
4,4,44,66,9,5,49,134,80,46,31,36,4,31,50,119,49,52,16,39,8,0,2058
4,4,11,28,3,1,31,53,26,16,9,10,1,6,18,43,12,18,2,20,0,0,695
4,13,49,99,26,27,137,287,92,109,28,26,0,17,88,206,64,46,9,88,30,0,3428
4,17,73,151,29,26,156,384,145,103,29,26,2,17,119,196,97,56,19,95,18,0,4206
4,3,15,52,10,3,47,95,40,26,8,4,1,4,37,62,11,7,11,14,7,0,1267
4,10,7,20,0,0,23,43,13,7,2,2,0,1,5,6,4,6,2,1,7,0,381
4,27,13,31,1,0,21,57,22,21,4,3,0,3,12,17,6,2,6,15,2,0,630
4,3,14,80,5,2,42,147,55,32,17,15,1,6,27,31,28,21,5,22,9,0,1342
4,7,21,35,8,1,67,91,51,32,11,6,0,16,24,79,20,19,2,27,1,0,1207
4,8,16,55,5,1,3,31,13,6,2,2,0,4,14,13,10,13,1,13,7,0,517
4,31,22,138,6,0,23,68,32,24,7,16,0,5,11,31,10,17,3,18,1,0,999
4,6,19,61,4,1,33,74,22,18,6,3,1,5,27,34,14,10,4,14,8,0,843
4,12,46,158,21,4,101,212,92,66,12,18,0,8,70,89,48,35,9,41,16,0,2504
4,26,58,208,26,9,129,369,150,54,31,42,3,31,69,128,51,61,22,57,29,15,3585
4,16,26,82,9,2,38,125,61,40,16,31,4,20,26,42,31,25,6,27,18,3,1443
4,5,16,54,6,2,39,92,52,32,5,12,0,9,16,35,18,25,3,15,15,8,1261
4,11,10,32,2,0,27,54,19,24,2,2,0,3,14,16,7,4,2,8,4,2,621
4,1,3,5,0,0,5,7,4,2,4,2,0,6,1,6,4,0,0,2,0,2,154
4,7,44,93,15,2,124,157,56,44,12,7,0,9,48,104,43,27,3,33,8,1,1793
4,52,34,47,10,2,61,78,26,16,6,5,0,3,14,56,30,10,2,20,8,1,1229
4,36,28,170,16,20,158,351,132,44,12,33,5,11,57,70,20,25,5,54,77,1,3255
4,15,5,27,3,3,50,47,20,4,0,0,0,0,2,3,2,2,0,6,8,0,456
4,3,10,10,3,0,6,19,11,6,4,15,0,2,1,13,5,3,0,3,3,0,253
4,14,8,67,4,1,28,72,31,7,1,4,0,3,26,10,15,6,0,27,15,0,745
4,8,9,70,13,4,43,86,36,18,2,5,0,8,21,22,24,7,2,13,9,1,923
4,12,8,84,5,0,26,60,39,15,2,2,3,1,16,16,7,4,2,19,13,1,759
4,106,179,454,76,17,426,727,412,131,60,116,1,39,111,375,151,98,32,160,88,38,9071
4,198,348,816,77,31,760,1127,579,176,74,86,3,54,235,383,221,99,24,195,181,9,14058
4,43,26,66,8,2,71,107,63,20,3,2,0,4,27,35,32,14,0,14,23,1,1370
4,33,26,28,3,2,18,58,37,14,2,2,0,6,8,13,14,1,1,14,9,0,735
4,23,6,28,0,0,23,40,17,4,3,1,0,3,5,11,4,2,2,7,3,1,424
